Dino Number,Shield,Strength,Health,Attack,Speed,Brain
4797,58,54,47,60,61,64
4798,56,62,51,58,53,52
4799,62,46,53,59,71,50
4800,64,60,68,51,56,65
4801,60,53,65,60,58,60
4802,57,59,55,46,57,48
4803,54,49,62,59,57,63
4804,61,51,53,62,48,62
4805,53,66,49,67,50,63
4806,56,48,53,60,59,57
4807,62,56,46,44,66,45
4808,45,75,71,50,78,80
4809,50,57,45,42,55,55
4810,53,63,54,65,58,60
4811,58,60,51,50,49,46
4812,49,47,49,53,47,64
4813,58,40,58,45,61,69
4814,44,57,46,58,51,44
4815,58,57,49,61,55,40
4816,51,67,73,55,64,64
4817,56,39,50,62,49,48
4818,47,71,47,54,69,46
4819,47,55,56,69,51,54
4820,59,60,66,62,47,63
4821,47,66,45,59,47,48
4822,49,74,49,68,57,38
4823,57,43,53,50,54,57
4824,58,66,62,49,51,59
4825,53,57,59,67,50,65
4826,55,57,51,64,49,45
4827,55,49,51,55,43,44
4828,55,52,52,59,49,45
4829,62,56,65,53,46,60
4830,76,39,70,61,66,46
4831,48,67,52,54,48,61
4832,59,37,57,57,60,43
4833,49,45,55,56,53,63
4834,53,61,55,71,60,36
4835,59,67,50,54,45,60
4836,59,47,46,64,47,46
4837,55,52,52,54,57,54
4838,55,55,53,66,53,40
4839,58,53,69,64,50,59
4840,54,47,49,50,49,52
4841,59,47,60,67,53,59
4842,52,58,53,53,52,64
4843,57,56,51,59,66,60
4844,60,69,74,58,47,62
4845,55,50,50,59,41,61
4846,53,41,52,52,59,44
4847,47,60,52,61,65,41
4848,61,64,50,65,57,56
4849,70,55,52,43,63,42
4850,53,63,57,50,57,63
4851,55,61,51,63,57,65
4852,54,45,55,64,51,46
4853,56,68,56,49,65,51
4854,57,63,45,59,51,47
4855,65,41,57,59,60,42
4856,60,49,51,58,53,58
4857,60,59,49,55,47,43
4858,52,59,53,62,50,42
4859,56,65,50,49,59,43
4860,53,63,48,53,45,54
4861,50,69,48,61,49,58
4862,56,51,48,75,48,38
4863,50,56,61,54,54,49
4864,63,53,54,68,54,57
4865,52,69,67,56,61,76
4866,53,55,50,53,45,51
4867,57,63,52,69,57,57
4868,58,58,54,62,55,41
4869,55,56,45,55,65,43
4870,65,65,68,65,58,42
4871,64,54,51,64,45,42
4872,57,54,48,61,50,44
4873,59,53,51,54,48,60
4874,49,53,56,54,47,63
4875,61,68,48,62,48,44
4876,56,62,48,49,50,48
4877,46,55,50,69,51,47
4878,60,63,45,53,46,45
4879,55,55,53,55,56,42
4880,54,52,53,68,65,40
4881,55,50,48,55,56,63
4882,50,75,52,65,54,46
4883,49,50,65,59,74,54
4884,51,50,51,57,58,63
4885,58,61,48,51,57,42
4886,56,50,59,54,63,50
4887,57,65,60,60,54,39
4888,48,60,44,55,65,47
4889,53,48,58,60,52,63
4890,57,57,64,50,59,52
4891,70,49,48,57,50,42
4892,60,52,59,63,67,43
4893,64,61,81,68,60,59
4894,51,61,56,58,64,40
4895,55,78,54,65,48,42
4896,56,54,50,53,60,45
4897,55,48,45,53,47,44
4898,62,48,56,65,42,60
4899,52,71,46,57,50,46
4900,50,58,74,59,64,82
4901,53,56,60,58,46,59
4902,63,46,59,46,43,46
4903,64,78,54,55,50,55
4904,61,54,46,56,64,41
4905,48,48,52,70,60,51
4906,59,57,47,60,48,43
4907,68,61,47,53,56,44
4908,65,44,52,62,52,57
4909,54,48,58,50,68,45
4910,54,56,48,56,56,43
4911,76,61,56,57,49,59
4912,58,50,55,64,63,57
4913,59,55,50,62,51,56
4914,55,45,50,55,57,46
4915,66,63,46,57,46,43
4916,60,47,51,52,61,50
4917,61,59,51,43,51,48
4918,50,65,50,50,54,43
4919,53,52,66,61,70,62
4920,58,47,68,66,67,57
4921,59,75,50,55,58,41
4922,61,57,49,64,49,41
4923,64,52,77,51,63,44
4924,55,49,51,71,53,46
4925,59,53,44,49,51,54
4926,57,62,73,71,57,74
4927,55,46,48,73,54,47
4928,67,46,49,64,63,38
4929,60,72,49,56,60,46
4930,47,39,54,57,52,59
4931,59,55,51,68,67,60
4932,56,55,68,56,66,54
4933,54,62,51,68,60,59
4934,59,43,49,58,48,61
4935,57,73,62,58,54,47
4936,57,63,55,56,46,45
4937,53,53,54,61,68,59
4938,59,39,52,69,60,44
4939,55,58,46,62,51,50
4940,55,51,44,59,49,45
4941,61,53,58,73,57,41
4942,61,42,50,56,46,59
4943,57,53,55,60,51,48
4944,67,58,65,61,53,56
4945,61,47,52,56,50,42
4946,51,44,48,71,53,45
4947,63,62,63,59,63,40
4948,57,69,65,48,54,51
4949,55,58,59,60,52,58
4950,58,48,43,59,49,45
4951,47,47,55,61,52,69
4952,65,45,45,44,50,46
4953,76,57,53,69,50,49
4954,72,47,60,58,59,56
4955,52,57,50,56,52,43
4956,58,44,50,56,53,48
4957,70,44,50,66,50,58
4958,67,40,63,55,50,60
4959,63,61,53,59,57,48
4960,58,38,50,59,60,44
4961,73,56,67,52,65,59
4962,53,42,49,69,53,56
4963,61,50,52,56,50,45
4964,48,46,64,56,56,66
4965,57,58,48,61,51,41
4966,66,62,51,56,61,53
4967,49,53,49,67,61,51
4968,52,60,60,71,56,56
4969,50,72,64,76,47,58
4970,64,68,78,67,75,42
4971,54,44,46,51,55,61
4972,74,53,68,58,48,62
4973,62,44,55,50,48,68
4974,56,50,55,55,59,55
4975,68,57,55,61,51,49
4976,54,55,47,64,54,43
4977,67,68,61,60,51,59
4978,61,46,70,65,53,74
4979,52,62,51,62,47,44
4980,73,53,66,60,51,62
4981,61,51,58,56,49,60
4982,52,49,74,73,53,42
4983,51,45,48,61,64,55
4984,61,44,49,65,55,44
4985,64,54,42,59,49,42
4986,56,46,59,70,52,48
4987,60,59,59,66,70,53
4988,49,59,76,52,70,41
4989,57,58,54,57,56,57
4990,57,60,75,64,43,68
4991,61,68,65,53,66,60
4992,68,44,57,61,52,45
4993,64,55,70,65,48,55
4994,59,50,45,57,48,45
4995,65,45,50,53,66,50
4996,51,58,54,56,54,60
4997,51,58,46,58,47,44
4998,53,41,51,55,51,48
4999,52,60,54,50,62,62
5000,59,56,47,70,51,46
5001,64,64,50,57,49,48
5002,60,64,61,73,45,59
5003,57,49,50,68,52,48
5004,50,59,52,60,51,59
5005,68,61,56,62,53,45
5006,58,45,53,61,46,46
5007,69,53,48,65,59,41
5008,55,58,61,51,63,61
5009,51,77,63,51,49,63
5010,54,42,45,71,51,58
5011,54,59,51,59,47,59
5012,53,51,54,59,47,58
5013,50,64,51,60,65,58
5014,60,59,56,54,56,55
5015,55,55,64,68,51,57
5016,57,58,48,60,49,44
5017,54,51,55,73,50,59
5018,54,46,68,58,49,53
5019,45,50,58,69,45,50
5020,41,57,53,65,50,59
5021,63,53,55,62,57,43
5022,56,56,56,60,65,57
5023,54,46,54,59,68,51
5024,63,51,61,62,52,56
5025,55,61,67,66,59,60
5026,55,46,49,51,52,64
5027,51,64,54,65,52,50
5028,55,69,51,66,62,44
5029,59,39,65,64,45,58
5030,55,53,58,76,55,38
5031,64,49,51,56,51,51
5032,59,54,50,59,46,40
5033,74,53,56,50,51,55
5034,62,56,53,63,52,42
5035,48,60,51,45,66,41
5036,45,53,53,64,66,53
5037,68,53,69,66,50,59
5038,46,47,48,58,59,40
5039,67,62,70,68,70,46
5040,61,43,48,70,46,43
5041,60,44,49,75,48,43
5042,54,55,55,68,67,51
5043,59,57,59,54,52,57
5044,65,54,66,71,56,59
5045,63,53,56,54,49,59
5046,51,46,47,62,60,47
5047,54,47,51,65,56,48
5048,53,46,45,73,48,44
5049,54,47,52,63,58,52
5050,59,67,64,60,50,64
5051,56,41,56,63,61,56
5052,60,61,68,67,62,57
5053,53,42,48,52,48,48
5054,53,47,50,65,67,52
5055,47,55,48,63,48,43
5056,56,59,50,57,47,55
5057,57,60,51,52,46,42
5058,61,48,58,66,70,41
5059,67,44,50,49,57,54
5060,66,51,57,49,47,66
5061,59,45,49,56,54,40
5062,58,48,57,67,71,45
5063,57,82,44,51,46,58
5064,46,58,46,57,54,76
5065,52,52,54,62,53,58
5066,59,46,53,64,53,58
5067,52,41,50,59,49,61
5068,58,56,60,61,48,61
5069,54,59,51,64,65,41
5070,59,63,70,59,69,47
5071,54,71,55,61,52,43
5072,50,56,54,58,47,65
5073,73,60,70,56,52,55
5074,55,63,60,55,48,63
5075,52,74,62,69,61,63
5076,50,57,48,68,53,53
5077,59,57,59,58,52,56
5078,57,53,57,67,51,60
5079,68,73,68,71,43,55
5080,53,57,53,71,57,60
5081,59,52,50,59,44,47
5082,52,64,54,60,52,58
5083,52,56,50,70,44,59
5084,53,71,47,58,43,58
5085,53,63,52,63,49,64
5086,54,60,78,64,61,72
5087,62,43,49,59,57,53
5088,48,52,46,65,50,42
5089,68,64,64,71,43,56
5090,57,50,52,52,49,43
5091,62,69,57,60,49,46
5092,46,46,49,49,50,43
5093,48,45,54,50,58,47
5094,47,44,65,68,65,55
5095,72,64,74,57,53,61
5096,61,40,52,60,51,52
5097,69,59,78,53,56,49
5098,52,54,53,58,56,52
5099,57,70,46,60,46,46
5100,53,64,75,68,68,59
5101,54,53,50,58,51,41
5102,52,59,68,68,67,59
5103,62,55,68,73,46,62
5104,59,55,52,57,50,48
5105,66,49,55,46,48,46
5106,52,51,54,64,47,61
5107,61,49,53,73,49,39
5108,52,57,53,61,52,51
5109,57,45,64,63,58,65
5110,72,67,69,56,49,61
5111,57,54,47,52,64,56
5112,61,52,58,57,59,69
5113,60,56,64,58,52,64
5114,54,47,53,55,49,47
5115,67,50,46,61,60,41
5116,54,63,53,61,59,54
5117,58,47,61,55,66,67
5118,54,55,52,53,56,58
5119,76,51,63,65,48,61
5120,57,66,61,67,61,54
5121,57,65,60,61,45,61
5122,49,58,52,53,50,58
5123,57,62,62,63,63,64
5124,53,58,61,54,51,61
5125,62,42,58,68,49,56
5126,69,60,64,66,58,61
5127,58,58,48,56,60,46
5128,56,67,52,52,48,52
5129,56,48,75,65,58,61
5130,58,55,44,58,52,46
5131,58,53,57,57,46,43
5132,55,59,53,63,58,59
5133,58,56,50,58,54,61
5134,51,80,57,55,42,45
5135,73,47,64,59,73,53
5136,61,41,55,64,64,54
5137,54,68,71,56,62,57
5138,51,65,48,64,58,45
5139,80,68,63,53,46,60
5140,60,51,55,63,49,66
5141,49,50,56,53,46,50
5142,57,52,50,52,53,42
5143,55,53,63,56,64,44
5144,56,63,68,62,48,62
5145,47,47,56,60,72,63
5146,59,55,59,47,50,55
5147,56,40,57,56,52,55
5148,60,59,57,70,61,57
5149,69,53,58,60,81,41
5150,61,64,54,57,46,56
5151,60,58,68,64,51,61
5152,50,64,51,52,54,50
5153,55,68,55,55,48,58
5154,57,62,58,62,64,41
5155,56,48,46,57,62,51
5156,69,50,69,61,54,58
5157,70,54,47,53,62,47
5158,65,54,54,55,52,41
5159,57,42,64,63,56,61
5160,55,59,53,72,56,44
5161,55,48,69,71,61,58
5162,66,65,63,50,65,49
5163,62,56,45,59,53,44
5164,53,55,61,51,48,44
5165,45,46,54,65,60,56
5166,71,52,59,71,48,44
5167,54,59,53,57,50,48
5168,53,60,60,71,58,57
5169,68,49,51,57,61,60
5170,45,67,48,64,58,44
5171,51,60,68,67,65,62
5172,64,45,56,65,46,72
5173,59,63,55,58,50,41
5174,51,53,57,52,59,53
5175,56,52,53,54,56,55
5176,51,46,52,59,48,41
5177,61,55,50,48,57,55
5178,51,56,47,52,48,58
5179,54,42,48,57,64,55
5180,57,66,42,54,52,45
5181,52,49,52,51,51,58
5182,58,74,52,48,47,56
5183,57,59,62,64,61,58
5184,65,47,49,57,61,54
5185,58,44,48,49,67,47
5186,56,59,56,60,61,59
5187,62,42,59,75,55,44
5188,60,52,54,53,61,56
5189,61,59,58,58,68,62
5190,51,66,56,67,65,57
5191,53,57,63,57,49,64
5192,71,54,54,51,48,46
5193,52,60,62,66,48,53
5194,56,64,55,59,47,47
5195,55,48,62,72,55,50
5196,59,59,55,60,45,57
5197,60,54,48,58,51,53
5198,62,61,63,56,72,42
5199,58,64,62,52,53,58
5200,61,68,50,57,67,41
5201,51,44,47,55,55,45
5202,63,53,49,51,64,46
5203,58,58,49,63,52,43
5204,56,68,54,58,45,67
5205,53,60,46,61,58,43
5206,52,66,62,64,52,49
5207,58,53,49,46,56,47
5208,48,53,56,49,52,47
5209,48,48,50,59,51,43
5210,56,67,43,59,61,44
5211,58,53,50,57,67,52
5212,60,55,63,58,47,58
5213,56,61,52,57,56,51
5214,47,60,53,55,68,51
5215,59,50,54,54,51,51
5216,58,46,54,63,67,47
5217,59,66,52,60,50,66
5218,73,61,67,60,43,60
5219,54,53,49,59,65,46
5220,49,81,68,66,59,42
5221,55,58,50,65,48,45
5222,53,66,46,65,55,43
5223,49,50,48,59,70,58
5224,73,70,69,66,48,59
5225,69,48,63,50,49,56
5226,66,53,49,55,49,40
5227,51,48,51,60,56,40
5228,59,50,57,54,69,45
5229,58,45,50,59,46,59
5230,62,56,59,65,68,62
5231,55,60,47,56,70,40
5232,55,48,51,62,55,40
5233,53,45,49,61,57,46
5234,62,59,64,59,58,57
5235,60,61,68,70,40,64
5236,61,48,64,49,61,56
5237,52,47,56,65,49,57
5238,50,68,56,50,46,58
5239,61,56,47,62,56,45
5240,54,52,59,57,64,62
5241,67,55,58,73,51,62
5242,53,48,59,56,58,47
5243,55,47,53,64,51,57
5244,61,42,59,57,60,50
5245,54,52,58,61,46,56
5246,50,54,50,64,46,59
5247,52,51,51,53,49,66
5248,44,59,55,59,52,50
5249,63,51,67,66,55,73
5250,67,51,51,61,60,50
5251,54,46,53,63,67,47
5252,63,48,47,69,58,46
5253,67,51,51,67,49,42
5254,50,50,55,54,53,49
5255,53,52,53,65,57,43
5256,63,68,59,65,46,59
5257,58,64,59,66,54,55
5258,58,55,57,66,49,49
5259,69,48,54,63,48,47
5260,67,45,68,72,57,58
5261,62,59,64,60,42,61
5262,54,43,53,62,50,46
5263,51,60,46,54,62,46
5264,57,56,63,65,48,57
5265,54,68,59,65,50,53
5266,57,64,59,64,51,43
5267,54,42,55,48,62,45
5268,62,43,51,60,64,60
5269,57,48,56,48,66,54
5270,62,49,65,58,55,66
5271,54,50,59,59,46,59
5272,60,51,48,63,45,44
5273,60,45,48,62,50,47
5274,64,53,57,60,58,51
5275,73,49,58,65,45,43
5276,64,77,50,53,60,43
5277,52,64,51,59,53,41
5278,50,52,60,63,55,51
5279,66,63,75,55,61,51
5280,56,70,65,75,69,60
5281,43,54,55,54,55,45
5282,52,65,60,53,66,59
5283,59,60,67,73,47,49
5284,42,48,51,56,54,62
5285,56,55,47,49,49,45
5286,65,60,66,49,66,49
5287,55,64,51,58,57,42
5288,53,45,52,47,51,44
5289,57,59,73,55,67,59
5290,61,41,54,57,50,41
5291,55,68,67,71,47,56
5292,73,61,52,67,45,44
5293,62,47,49,54,54,58
5294,69,47,52,59,49,46
5295,49,52,56,58,47,61
5296,51,56,50,60,62,44
5297,61,67,64,64,50,62
5298,53,61,57,46,59,53
5299,52,75,50,66,48,41
5300,54,44,61,64,64,57
5301,54,51,49,68,47,46
5302,52,57,64,72,64,51
5303,58,63,64,61,50,61
5304,56,45,48,65,52,59
5305,51,76,56,56,46,59
5306,51,57,42,60,59,40
5307,57,69,65,61,52,56
5308,55,65,61,58,59,46
5309,56,59,52,61,49,60
5310,57,57,63,56,52,58
5311,47,59,61,55,58,59
5312,56,62,52,64,47,50
5313,51,66,46,60,50,44
5314,54,62,51,60,44,47
5315,55,52,48,62,62,49
5316,65,63,65,67,71,57
5317,77,50,68,69,64,55
5318,57,51,78,66,50,73
5319,54,48,52,58,68,63
5320,49,46,68,69,50,65
5321,57,46,49,67,52,43
5322,48,50,52,59,45,53
5323,49,47,49,57,49,44
5324,56,52,52,56,48,44
5325,55,53,62,66,46,57
5326,53,59,54,45,57,63
5327,57,63,54,54,58,42
5328,55,53,49,63,54,41
5329,58,54,59,47,45,65
5330,56,61,58,54,52,59
5331,67,57,46,64,50,53
5332,53,67,48,56,59,40
5333,46,64,51,52,47,63
5334,54,59,53,59,51,43
5335,50,58,61,65,55,61
5336,65,54,64,69,49,64
5337,71,43,69,55,55,60
5338,60,56,50,59,46,51
5339,53,68,46,58,48,51
5340,64,75,52,57,67,41
5341,58,51,46,59,60,54
5342,56,49,59,46,53,52
5343,61,50,48,55,44,42
5344,43,58,68,62,65,57
5345,59,46,54,55,51,55
5346,54,49,54,54,53,50
5347,51,57,50,66,53,59
5348,50,53,51,59,45,43
5349,58,56,53,58,66,41
5350,54,40,66,78,56,64
5351,55,65,52,57,46,51
5352,52,44,58,58,62,60
5353,68,43,56,53,50,53
5354,65,52,51,57,50,49
5355,57,65,58,43,68,53
5356,55,45,50,56,55,58
5357,53,54,45,63,46,47
5358,57,58,62,76,50,54
5359,57,49,60,68,48,56
5360,63,67,52,52,44,69
5361,49,54,54,65,50,43
5362,62,51,56,47,48,42
5363,57,72,47,69,51,43
5364,58,54,51,71,48,56
5365,62,61,60,60,48,57
5366,53,51,67,68,52,63
5367,57,54,67,61,55,63
5368,56,51,50,62,60,61
5369,59,44,59,65,55,65
5370,61,51,58,53,48,64
5371,53,55,50,59,56,43
5372,60,55,65,62,59,62
5373,48,62,50,61,55,44
5374,54,56,65,63,43,58
5375,54,47,59,57,53,61
5376,51,50,59,64,57,60
5377,54,49,49,66,66,46
5378,58,56,56,47,59,44
5379,53,61,51,70,62,43
5380,47,52,48,57,50,41
5381,63,52,47,63,48,42
5382,59,61,46,76,50,43
5383,63,64,61,59,69,52
5384,56,64,54,54,64,59
5385,56,52,43,59,57,42
5386,51,47,53,55,52,41
5387,55,43,54,58,46,45
5388,62,59,66,72,70,45
5389,51,71,51,52,59,48
5390,58,49,45,68,56,49
5391,59,79,55,73,46,39
5392,67,56,67,63,49,48
5393,58,63,53,62,59,46
5394,55,55,56,64,46,61
5395,52,62,62,69,43,62
5396,57,63,50,64,49,37
5397,54,66,60,58,54,53
5398,66,52,66,65,56,55
5399,50,61,51,64,62,46
5400,52,59,65,58,59,61
5401,57,59,50,50,48,51
5402,56,65,51,63,45,41
5403,60,54,47,48,61,50
5404,55,44,44,63,46,47
5405,59,59,66,61,50,61
5406,66,62,53,66,54,44
5407,59,59,48,55,48,48
5408,55,53,57,67,69,49
5409,62,54,53,48,49,42
5410,47,73,51,70,53,59
5411,53,46,48,62,56,43
5412,56,52,53,69,44,62
5413,48,50,49,66,51,44
5414,64,56,48,54,54,62
5415,61,66,55,62,51,59
5416,53,69,51,59,50,43
5417,53,49,65,72,66,60
5418,67,58,54,59,57,59
5419,62,49,57,54,59,47
5420,69,48,60,61,49,61
5421,57,69,64,57,48,52
5422,62,60,52,57,47,60
5423,65,41,47,62,54,44
5424,50,66,73,44,50,76
5425,60,59,59,47,54,45
5426,55,57,65,58,53,60
5427,52,53,63,71,44,58
5428,55,62,46,63,47,39
5429,67,55,54,47,57,43
5430,51,49,49,63,46,43
5431,64,56,56,54,53,47
5432,56,63,69,75,56,46
5433,61,48,54,65,53,61
5434,51,57,70,75,57,65
5435,56,41,55,51,59,39
5436,55,56,42,64,57,49
5437,63,60,46,56,53,49
5438,60,60,49,54,56,44
5439,59,56,45,62,52,53
5440,56,62,47,59,61,43
5441,52,62,46,62,53,44
5442,49,57,71,65,62,57
5443,57,42,56,58,49,66
5444,57,51,49,63,46,47
5445,65,62,53,70,57,37
5446,66,45,57,65,59,40
5447,53,44,44,59,51,61
5448,59,44,57,59,49,59
5449,45,56,51,60,55,55
5450,60,59,45,64,48,59
5451,54,70,51,47,52,44
5452,51,56,49,71,47,53
5453,61,45,56,65,53,54
5454,55,48,57,59,55,59
5455,72,56,47,74,60,44
5456,62,73,50,63,49,55
5457,45,57,52,53,56,36
5458,58,57,53,59,55,57
5459,58,54,58,62,60,66
5460,55,60,68,64,73,44
5461,63,41,50,52,57,59
5462,55,57,44,55,55,49
5463,53,45,46,46,53,61
5464,52,64,52,59,56,40
5465,57,47,52,66,46,49
5466,53,51,53,65,52,44
5467,52,46,48,47,45,47
5468,54,47,56,64,69,50
5469,61,53,50,54,50,47
5470,50,67,66,60,49,55
5471,56,56,56,59,72,42
5472,56,60,53,54,44,43
5473,52,53,48,66,51,43
5474,57,66,46,56,49,62
5475,55,62,53,56,45,44
5476,63,63,66,59,64,59
5477,58,55,61,51,50,65
5478,48,70,54,57,51,71
5479,55,60,66,53,63,64
5480,47,53,56,48,65,62
5481,53,56,53,52,52,60
5482,55,52,50,64,51,58
5483,62,63,52,45,46,40
5484,55,43,60,55,62,58
5485,65,61,55,63,47,56
5486,51,64,54,51,67,53
5487,52,65,52,61,49,47
5488,55,50,53,55,56,66
5489,54,65,67,67,65,53
5490,56,71,48,65,51,38
5491,67,46,52,63,46,41
5492,62,53,52,61,45,42
5493,62,54,72,56,54,56
5494,61,56,59,72,59,42
5495,59,54,60,58,61,70
5496,57,58,65,65,73,44
5497,70,77,77,68,75,74
5498,55,63,49,49,45,65
5499,70,66,59,64,46,60
5500,66,53,52,49,50,46
5501,51,57,50,58,47,49
5502,57,59,52,64,44,56
5503,73,75,70,52,74,84
5504,59,50,68,65,54,51
5505,56,49,57,63,62,52
5506,62,39,51,62,69,62
5507,57,48,50,67,52,54
5508,56,49,57,55,47,50
5509,56,44,48,69,62,45
5510,56,55,51,59,62,40
5511,70,53,65,42,65,54
5512,57,51,60,59,59,62
5513,58,38,54,55,51,44
5514,55,54,61,62,70,40
5515,47,55,65,63,69,61
5516,60,42,47,53,51,64
5517,46,74,63,61,73,80
5518,63,54,49,52,53,59
5519,59,40,56,59,52,63
5520,58,76,46,55,50,43
5521,50,80,48,58,51,44
5522,56,45,51,65,64,53
5523,49,74,77,63,51,58
5524,58,52,56,58,70,58
5525,58,47,49,62,60,52
5526,55,56,58,67,50,63
5527,61,55,54,61,44,61
5528,63,58,54,60,57,42
5529,53,77,68,59,50,59
5530,54,69,61,48,58,58
5531,55,57,63,65,47,60
5532,59,60,59,49,64,51
5533,50,48,74,63,54,59
5534,59,64,71,51,60,56
5535,54,56,66,73,50,64
5536,57,43,55,59,54,43
5537,56,59,58,65,65,60
5538,60,48,51,54,52,57
5539,66,76,63,60,79,77
5540,58,48,75,77,44,62
5541,49,45,57,67,54,62
5542,52,58,63,60,52,55
5543,47,62,53,65,60,57
5544,52,59,61,58,57,61
5545,54,51,54,60,43,58
5546,58,39,55,62,56,53
5547,60,48,58,56,52,62
5548,58,51,45,55,50,53
5549,57,59,66,49,66,52
5550,56,57,70,64,58,74
5551,55,66,52,60,50,47
5552,56,56,54,63,46,66
5553,55,63,50,50,59,60
5554,61,61,63,62,65,74
5555,75,78,72,47,82,73
5556,62,66,55,54,57,40
5557,57,62,67,45,49,61
5558,59,68,61,52,53,55
5559,58,45,47,59,45,51
5560,53,53,57,58,48,61
5561,68,42,47,60,61,46
5562,50,76,54,55,64,51
5563,73,62,52,60,52,39
5564,56,52,53,70,49,59
5565,59,56,65,60,53,76
5566,61,59,47,56,66,48
5567,60,60,64,46,43,52
5568,59,47,70,78,74,44
5569,53,47,55,62,48,60
5570,52,70,50,54,48,48
5571,59,56,46,66,53,42
5572,73,55,51,60,61,43
5573,59,55,55,56,56,53
5574,58,58,48,55,56,46
5575,62,54,53,64,62,58
5576,59,42,46,73,50,44
5577,73,62,78,52,60,67
5578,53,56,71,52,58,75
5579,64,62,57,62,46,59
5580,57,52,51,63,56,43
5581,52,44,56,57,55,60
5582,57,69,50,58,45,57
5583,56,54,52,65,59,59
5584,56,47,47,71,55,43
5585,56,43,51,66,51,45
5586,53,42,50,54,50,62
5587,55,57,68,62,51,65
5588,59,57,56,54,43,61
5589,58,65,54,64,48,55
5590,57,59,51,63,45,42
5591,41,66,63,78,55,43
5592,53,42,71,42,62,70
5593,58,73,64,57,68,74
5594,55,62,47,63,54,44
5595,55,51,55,61,48,41
5596,65,53,56,57,60,52
5597,61,56,57,67,45,52
5598,57,53,59,62,65,65
5599,60,43,52,68,49,41
5600,62,59,63,77,46,42
5601,58,45,47,71,61,40
5602,57,42,48,57,64,42
5603,73,44,50,55,48,39
5604,63,63,51,61,45,46
5605,62,52,54,51,47,65
5606,46,43,57,60,57,59
5607,55,50,76,61,69,68
5608,53,61,53,54,47,62
5609,65,57,58,57,53,47
5610,49,57,48,62,61,57
5611,58,59,53,53,48,42
5612,53,52,53,44,48,50
5613,48,73,53,58,45,58
5614,56,64,60,71,42,58
5615,60,61,50,62,50,60
5616,49,67,49,57,53,43
5617,49,70,59,55,47,60
5618,50,55,72,62,59,59
5619,71,54,68,66,45,51
5620,68,46,49,57,55,53
5621,67,63,57,55,49,43
5622,59,46,56,58,49,43
5623,55,82,47,73,47,40
5624,74,43,50,54,44,45
5625,56,57,51,64,67,41
5626,54,54,57,55,50,46
5627,61,52,60,75,51,56
5628,57,69,46,67,50,43
5629,55,54,67,72,51,51
5630,55,57,48,62,49,56
5631,61,50,45,62,62,44
5632,59,42,50,57,50,60
5633,53,61,58,65,43,61
5634,62,52,49,56,52,47
5635,55,60,52,51,64,61
5636,52,57,51,58,47,47
5637,55,51,51,53,47,49
5638,53,54,48,61,48,45
5639,73,57,59,54,58,60
5640,54,43,45,65,49,48
5641,53,53,52,50,63,42
5642,57,47,50,53,48,71
5643,49,51,48,55,50,61
5644,65,70,59,56,71,55
5645,59,57,67,57,42,67
5646,54,58,62,55,73,43
5647,64,44,51,61,53,58
5648,54,45,52,57,44,60
5649,50,57,46,64,61,48
5650,63,67,46,52,59,44
5651,54,51,55,59,47,64
5652,55,66,61,63,55,40
5653,55,54,53,67,48,48
5654,58,54,67,70,54,57
5655,61,62,69,65,66,56
5656,61,62,67,66,67,44
5657,53,52,53,57,51,45
5658,61,56,58,61,57,61
5659,55,44,57,58,61,53
5660,58,65,51,54,56,40
5661,73,42,61,66,54,42
5662,54,56,52,62,50,60
5663,60,53,69,50,63,60
5664,67,51,69,53,54,54
5665,59,57,51,60,46,43
5666,48,59,52,76,62,41
5667,52,74,61,58,53,61
5668,57,47,58,61,55,61
5669,55,45,48,71,48,52
5670,61,57,54,61,64,60
5671,55,45,53,74,57,61
5672,56,49,52,53,48,50
5673,51,57,52,57,60,46
5674,64,41,47,57,48,45
5675,56,46,68,70,54,65
5676,47,63,52,50,62,45
5677,65,57,60,49,57,57
5678,52,64,51,50,47,44
5679,53,46,61,66,48,57
5680,52,55,55,66,75,62
5681,70,47,52,63,56,45
5682,56,42,52,75,49,51
5683,56,64,64,61,51,52
5684,60,51,47,57,51,54
5685,51,40,59,58,66,59
5686,59,79,64,57,51,59
5687,59,44,53,68,53,74
5688,56,54,46,55,48,50
5689,70,68,62,49,55,59
5690,60,44,54,63,49,58
5691,52,48,57,59,46,45
5692,59,62,58,64,48,48
5693,54,74,68,59,51,61
5694,55,46,61,74,55,58
5695,57,68,43,67,53,42
5696,53,63,47,66,56,48
5697,49,58,55,66,47,57
5698,50,61,55,59,52,58
5699,67,44,50,61,44,63
5700,40,61,52,60,59,60
5701,57,45,48,58,46,61
5702,60,62,67,57,72,57
5703,64,53,58,43,50,60
5704,49,77,51,71,52,44
5705,66,47,56,65,53,53
5706,59,59,47,63,49,43
5707,56,60,56,58,50,61
5708,53,47,47,55,50,43
5709,51,54,51,54,47,61
5710,62,46,58,62,52,41
5711,46,74,52,54,56,45
5712,48,47,57,62,54,61
5713,57,57,52,65,53,52
5714,56,46,62,54,59,57
5715,54,66,49,65,54,43
5716,63,67,57,58,55,41
5717,51,46,53,64,48,51
5718,56,65,52,53,51,58
5719,46,58,53,58,51,57
5720,54,54,57,60,48,61
5721,68,47,47,55,62,43
5722,53,60,55,64,47,55
5723,57,61,55,69,47,47
5724,60,53,63,71,71,36
5725,60,58,52,60,48,55
5726,49,70,47,57,52,45
5727,59,60,58,71,50,46
